group	individual	noise	subj-id	dataset	atlas
0.05997631503188612	0.017062373424789053	0.9229613115433248	S95	Pontine	MNISymCereb2
0.09510384933052896	0.00609948389966725	0.8987966667698037	S01	Pontine	MNISymCereb2
0.06026051377850322	0.01478732133335245	0.9249521648881442	S03	Pontine	MNISymCereb2
0.09043737480149076	0.018875892239092584	0.8906867329594167	S04	Pontine	MNISymCereb2
0.08665639660968806	0.05142346390260977	0.8619201394877022	S07	Pontine	MNISymCereb2
0.11114331478815082	0.07103059321789196	0.8178260919939572	S08	Pontine	MNISymCereb2
0.09642422193198341	0.08518931057270225	0.8183864674953144		Pontine	MNISymCereb2
0.07239490687305172	0.13407258753732057	0.7935325055896277	S10	Pontine	MNISymCereb2
0.15032149856489888	0.1868869797360661	0.6627915216990351	S11	Pontine	MNISymCereb2
0.0684869850688243	0.07167486325696304	0.8598381516742126	S12	Pontine	MNISymCereb2
0.05203732760034201	0.08340450489545909	0.8645581675041989	S13	Pontine	MNISymCereb2
0.14633169388450296	0.20973881834926988	0.643929487766227	S14	Pontine	MNISymCereb2
0.045885238177814064	0.07817375722677306	0.8759410045954128	sub-02	MDTB	MNISymCereb2
0.03496881167564732	0.05923138191531755	0.9057998064090351	sub-03	MDTB	MNISymCereb2
0.024029455028361145	0.0317127846325182	0.9442577603391207	sub-04	MDTB	MNISymCereb2
0.07718968822967302	0.16127918762139531	0.7615311241489316	sub-06	MDTB	MNISymCereb2
0.031444702576922945	0.04015696371381359	0.9283983337092634	sub-08	MDTB	MNISymCereb2
0.05053504213981559	0.08085485866903093	0.8686100991911535	sub-09	MDTB	MNISymCereb2
0.061919035307935154	0.09143411813326219	0.8466468465588027	sub-10	MDTB	MNISymCereb2
0.04783177020863272	0.07847375105291841	0.8736944787384489	sub-12	MDTB	MNISymCereb2
0.037636835010543275	0.05631707666947226	0.9060460883199845	sub-14	MDTB	MNISymCereb2
0.03794944683650746	0.05311846605497317	0.9089320871085192	sub-15	MDTB	MNISymCereb2
0.05446386813854969	0.1567525734193345	0.7887835584421159	sub-17	MDTB	MNISymCereb2
0.03891548480538901	0.032929471150232315	0.9281550440443787	sub-18	MDTB	MNISymCereb2
0.059789823382834506	0.08342153351958097	0.8567886430975845	sub-19	MDTB	MNISymCereb2
0.041633077045462936	0.050366411940916164	0.9080005110136209	sub-20	MDTB	MNISymCereb2
0.03140334986439142	0.014065281719471483	0.9545313684161371	sub-21	MDTB	MNISymCereb2
0.05768630566684495	0.12160248425522259	0.8207112100779325	sub-22	MDTB	MNISymCereb2
0.036559945715513104	0.03893019971858821	0.9245098545658987	sub-24	MDTB	MNISymCereb2
0.05148509594009848	0.07111610938286649	0.8773987946770351	sub-25	MDTB	MNISymCereb2
0.03888447657971394	0.07984944401851457	0.8812660794017715	sub-26	MDTB	MNISymCereb2
0.06984462957315273	0.12466150230619268	0.8054938681206546	sub-27	MDTB	MNISymCereb2
0.04170785538871221	0.05358671475425199	0.9047054298570358	sub-28	MDTB	MNISymCereb2
0.022593502338609635	0.046169652402374105	0.9312368452590163	sub-29	MDTB	MNISymCereb2
0.022695535672608895	0.028579337782733395	0.9487251265446577	sub-30	MDTB	MNISymCereb2
0.040715640426166946	0.04138109117302908	0.9179032684008039	sub-31	MDTB	MNISymCereb2
0.041486710246334366	0.08581910870925212	0.8726941810444135	sub-01	Language	MNISymCereb2
0.05815149181220006	0.15195148899237823	0.7898970191954217	sub-02	Language	MNISymCereb2
0.012604313338125535	-0.0256767906103788	1.0130724772722532	sub-03	Language	MNISymCereb2
0.04602787144836893	0.12046443517801286	0.8335076933736182	sub-04	Language	MNISymCereb2
0.06094943271671262	0.12430092583179629	0.814749641451491	sub-06	Language	MNISymCereb2
0.08871198681526982	0.1717884708081665	0.7394995423765638	sub-07	Language	MNISymCereb2
0.06517791591491882	0.17002292032542246	0.7647991637596587	sub-08	Language	MNISymCereb2
0.057151017991994985	0.06558316367289115	0.8772658183351139	sub-09	Language	MNISymCereb2
0.058014464409905514	0.08704757279731716	0.8549379627927775	sub-10	Language	MNISymCereb2
0.06953558906276937	0.11862400980334338	0.8118404011338871	sub-12	Language	MNISymCereb2
0.05145684176702626	0.10166955772312612	0.8468736005098477	sub-13	Language	MNISymCereb2
0.05630088402076335	0.10313887392923202	0.8405602420500047	sub-14	Language	MNISymCereb2
0.06554279245347623	0.13436705680662567	0.8000901507398981	sub-15	Language	MNISymCereb2
0.052369717887227746	0.08622443029049795	0.8614058518222742	sub-16	Language	MNISymCereb2
0.08800795683427017	0.17766692890743058	0.7343251142582993	sub-17	Language	MNISymCereb2
0.04451610443815894	0.07849483539117505	0.876989060170666	sub-18	Language	MNISymCereb2
0.0676339999531523	0.12138306964796793	0.8109829303988798	sub-19	Language	MNISymCereb2
